Consumo_kWh,CostoEnergia_USD,TempPromedio_C,HorasPico,PotenciaMax_kW,EmisionesCO2_tn,SectorIndustrial,MantenimientoPrev,EdadEquipo_anios,AhorroPotencial_USD
509.56,112.39,35.74,3.24,95.56,0.33,1,0,22.49,597.93
283.19,503.64,27.31,1.12,93.65,1.78,1,1,12.07,445.87
383.51,260.11,17.26,2.22,79.84,0.71,1,0,21.8,538.05
513.63,502.36,35.08,3.23,113.17,5.47,0,0,16.84,772.99
531.05,572.24,29.71,9.47,42.46,3.44,1,0,1.87,953.13
358.24,447.96,42.31,3.51,102.96,4.59,0,0,6.9,607.5
475.24,519.66,25.96,9.11,108.33,4.41,1,1,20.49,747.34
214.9,370.38,42.29,6.24,111.65,3.84,0,1,21.91,538.59
343.31,352.64,37.96,3.77,94.66,4.09,1,1,8.41,476.8
576.27,573.17,15.97,7.07,165.27,5.85,0,1,23.07,587.74
561.21,301.71,30.2,1.76,94.09,1.16,1,0,1.48,709.09
480.31,130.12,35.78,8.43,40.9,5.67,1,0,14.46,479.71
382.98,192.1,11.23,6.27,90.03,1.37,0,1,23.76,476.0
501.67,431.77,13.94,5.35,95.24,1.7,1,1,11.92,604.36
397.21,291.27,41.71,5.5,70.17,1.4,1,1,8.16,498.72
420.19,481.92,24.44,9.0,130.75,2.28,0,0,1.22,416.79
410.61,357.86,42.89,2.04,83.21,0.98,0,1,14.05,708.48
306.94,150.03,19.84,2.76,64.08,1.14,0,1,9.59,392.38
487.11,424.2,32.36,7.5,94.34,5.79,1,0,7.41,705.92
271.61,573.98,25.36,4.45,93.97,2.32,0,1,17.47,683.77
493.1,346.45,42.08,3.8,102.11,4.85,1,1,8.86,636.3
284.73,537.67,35.89,5.83,23.99,1.35,0,1,17.87,734.31
313.35,585.13,24.79,4.47,69.44,4.05,0,0,20.59,794.48
59.1,228.18,36.27,7.07,99.68,2.57,0,1,4.77,226.8
381.27,353.43,36.49,3.21,119.06,0.4,1,0,19.89,459.32
422.7,89.84,10.48,1.91,97.45,2.85,1,0,13.38,385.82
499.25,350.98,31.77,2.88,69.99,3.41,1,0,9.66,545.15
557.31,190.75,11.93,4.97,86.38,4.67,1,0,4.19,571.81
221.17,294.91,37.38,5.61,114.03,3.86,0,1,18.46,356.41
518.18,113.51,10.39,6.6,109.2,1.85,1,1,12.06,388.54
344.32,487.29,38.68,9.35,108.4,1.66,1,1,11.06,432.79
391.35,378.64,33.66,4.2,123.15,4.14,1,0,14.93,601.16
387.37,414.22,44.5,8.54,128.58,2.25,1,0,6.84,674.07
346.06,283.59,15.14,1.91,61.67,4.53,1,1,12.4,501.12
293.21,131.07,26.06,8.68,73.4,2.64,1,1,13.77,305.83
433.51,270.71,24.72,2.13,122.03,3.99,0,0,24.8,554.82
497.34,395.07,16.57,7.04,51.32,4.8,0,1,18.15,664.71
248.83,370.33,24.22,3.69,114.73,0.69,0,0,6.84,472.74
397.66,471.71,17.84,9.89,52.62,3.22,0,0,5.54,648.3
324.52,261.87,10.67,8.24,118.34,1.8,1,1,23.06,486.37
531.51,571.32,25.37,7.71,92.99,5.2,1,1,14.77,655.73
459.23,432.66,22.86,5.59,94.13,2.06,0,1,7.2,739.93
581.04,360.86,27.9,4.76,99.48,4.7,0,1,1.79,808.61
214.15,112.52,25.28,4.77,66.81,5.66,0,0,24.52,389.26
524.1,376.5,42.24,2.07,123.29,1.61,1,0,4.79,308.43
419.52,505.31,19.05,8.3,119.78,1.27,1,1,24.99,625.13
312.98,257.23,40.59,2.13,40.43,5.9,0,1,21.34,173.11
458.7,502.81,14.82,3.38,137.34,4.09,1,0,3.64,808.68
587.92,531.67,25.87,9.12,66.82,1.29,0,0,18.31,967.62
592.55,476.44,13.11,2.79,55.64,2.07,0,0,11.74,606.86
498.67,287.0,32.35,2.99,58.98,2.64,1,0,1.15,560.69
281.01,122.82,41.23,1.59,107.61,4.75,1,1,5.5,384.82
437.18,375.14,31.53,8.51,7.1,2.97,1,0,8.61,458.32
441.09,292.34,34.12,4.63,76.84,5.01,0,0,22.37,317.86
549.04,271.89,28.05,4.83,75.23,4.59,1,1,3.52,501.7
380.21,153.54,25.47,1.67,79.17,1.17,1,1,7.59,223.14
401.87,426.29,44.11,9.09,53.61,3.07,1,1,4.68,523.13
321.58,310.28,44.19,4.13,89.02,3.44,0,1,22.68,293.78
480.17,268.22,33.23,6.7,91.75,3.66,1,1,24.66,450.77
374.15,569.84,38.72,4.5,77.9,4.88,1,1,22.75,513.49
422.32,282.66,40.53,6.95,117.43,0.85,1,1,6.54,670.96
343.65,169.95,17.68,2.78,65.18,4.39,1,1,14.85,240.42
405.67,112.28,38.18,1.56,84.2,2.71,1,0,15.01,335.68
270.35,593.09,14.68,7.96,99.64,5.28,1,0,5.04,667.43
419.31,275.35,32.33,6.9,49.92,4.87,0,1,7.46,363.59
327.69,517.18,42.74,4.63,36.37,0.5,0,0,4.89,660.3
483.92,119.08,30.85,1.28,95.14,3.4,0,0,9.37,337.02
621.69,338.95,22.13,8.3,111.82,4.95,1,1,12.93,759.72
501.48,287.73,40.36,8.92,134.57,0.44,1,0,22.02,482.16
265.61,217.91,25.4,3.61,88.03,4.62,1,1,6.59,243.22
356.88,466.63,39.33,4.6,90.89,5.94,1,1,8.41,857.62
206.84,417.87,28.71,9.07,71.97,0.77,0,1,14.78,561.74
401.63,116.33,15.37,7.82,98.64,3.75,0,1,14.43,365.82
