ConsumoProm_kWh,DemandaMax_kW,FactorCarga,HorasPico_Mes,TemperaturaMedia_C,UsoHVAC_%,UsoProceso_%,EmisionesCO2_tn,TipoCliente
542.12,68.19,0.64,163.1,13.87,23.7,35.9,2.09,Comercial
473.48,104.06,0.79,35.6,19.17,75.9,54.3,4.42,Residencial
552.79,122.84,0.44,62.4,18.45,14.3,77.4,1.31,Comercial
475.76,105.65,0.73,88.0,39.59,52.0,57.5,3.93,Comercial
321.13,58.54,0.67,90.2,31.58,85.1,25.8,3.0,Comercial
479.21,71.68,0.83,175.2,31.82,19.5,46.6,4.41,Comercial
512.84,71.99,0.55,81.8,35.11,60.6,76.3,6.16,Industrial
310.57,109.25,0.82,57.3,16.63,57.7,38.2,3.5,Industrial
386.51,58.2,0.4,108.8,20.05,61.1,52.0,0.77,Comercial
403.92,126.18,0.71,115.0,29.86,13.6,43.8,2.42,Comercial
328.07,116.08,0.58,117.0,29.48,37.6,6.0,2.98,Comercial
629.91,71.29,0.9,42.7,29.04,48.5,46.3,6.78,Residencial
473.89,72.56,0.24,95.8,34.74,70.6,67.1,1.6,Residencial
384.74,84.59,0.32,168.6,23.33,44.7,53.7,0.36,Residencial
612.07,66.61,0.3,132.4,26.31,36.0,72.4,4.74,Industrial
374.36,101.55,0.37,156.0,19.76,24.4,53.3,4.52,Industrial
-44.38,93.11,0.28,50.3,20.21,83.1,16.0,5.95,Residencial
188.48,95.04,0.47,98.7,10.73,65.8,63.6,4.36,Industrial
403.33,130.63,0.41,88.5,16.77,75.1,57.7,1.9,Comercial
562.62,103.24,0.29,83.8,22.13,25.1,15.2,0.35,Industrial
550.86,56.72,0.33,162.7,31.64,11.4,47.2,2.09,Industrial
335.69,92.09,0.94,24.6,24.96,62.0,22.5,2.02,Comercial
442.37,121.94,0.74,103.5,21.21,10.6,21.4,4.11,Comercial
353.48,73.35,0.49,165.2,37.64,76.9,30.7,4.49,Industrial
284.27,76.15,0.4,117.2,36.69,13.9,12.6,5.96,Residencial
581.07,76.18,0.5,195.7,18.45,74.0,18.8,4.69,Comercial
598.72,74.46,0.56,48.9,36.78,69.8,48.9,5.18,Industrial
303.8,102.89,0.49,196.8,32.88,75.3,32.0,6.09,Comercial
451.26,83.61,0.45,84.2,20.8,53.8,10.2,1.79,Industrial
251.81,62.26,0.39,106.9,12.0,30.6,7.7,1.91,Residencial
466.24,72.08,0.48,112.7,35.53,30.7,74.7,6.74,Industrial
511.67,77.22,0.57,100.3,10.91,81.3,37.8,1.35,Industrial
496.17,63.64,0.8,74.8,31.2,25.1,53.9,3.28,Industrial
619.71,99.55,0.54,31.0,36.19,56.1,24.8,6.58,Residencial
472.42,64.58,0.82,40.2,30.59,35.5,74.4,1.52,Residencial
453.93,104.91,0.61,64.3,17.93,32.8,6.2,0.77,Comercial
536.41,108.58,0.42,156.0,19.28,89.4,44.8,4.16,Industrial
391.48,70.04,0.67,62.6,35.23,22.3,58.5,2.59,Comercial
302.09,67.23,0.67,45.2,39.48,63.9,47.7,2.07,Industrial
207.88,105.24,0.55,97.6,31.15,89.4,21.5,2.59,Industrial
466.32,125.77,0.69,81.7,23.07,47.6,11.2,3.32,Comercial
122.85,110.0,0.9,117.5,14.21,84.5,12.3,0.77,Comercial
480.1,85.39,0.58,48.1,12.7,41.5,63.4,4.73,Comercial
402.59,97.74,0.43,102.1,33.74,56.8,48.3,0.62,Industrial
398.42,126.39,0.52,30.4,37.06,75.2,48.6,4.25,Comercial
675.11,69.73,0.66,168.4,21.28,74.4,26.9,2.19,Industrial
160.98,68.11,0.92,102.2,34.69,82.6,32.4,0.46,Comercial
193.27,112.56,0.76,163.1,33.32,30.8,28.1,5.72,Comercial
161.96,98.93,0.37,121.4,23.14,84.1,8.9,5.52,Residencial
340.55,79.8,0.42,117.2,13.84,64.1,14.6,5.8,Comercial
398.33,97.18,0.92,121.2,34.59,85.1,64.8,4.96,Residencial
640.33,72.48,0.74,79.4,12.86,49.8,5.4,5.46,Residencial
175.37,55.12,0.69,58.1,35.46,45.5,65.6,5.35,Residencial
132.98,70.81,0.64,33.3,14.22,32.0,49.3,2.63,Comercial
472.66,87.74,0.85,70.1,35.47,58.5,44.2,6.63,Industrial
585.5,98.87,0.24,174.3,39.19,10.6,42.0,0.86,Industrial
408.64,89.16,0.73,70.4,28.21,68.9,38.1,5.56,Industrial
507.83,100.4,0.75,53.2,29.18,22.4,34.7,5.89,Industrial
269.48,85.75,0.86,67.2,34.99,34.9,27.1,0.38,Industrial
380.05,96.1,0.21,63.0,11.11,36.0,47.0,1.02,Industrial
365.14,82.86,0.93,167.7,17.59,65.1,73.2,0.67,Comercial
763.39,86.37,0.44,146.5,30.39,33.2,33.4,1.26,Residencial
293.24,74.03,0.89,65.2,11.01,55.9,8.7,2.89,Industrial
236.0,82.2,0.34,71.0,30.98,79.9,71.1,3.29,Comercial
388.1,56.19,0.51,84.7,36.81,49.2,55.4,6.77,Industrial
319.59,115.98,0.38,67.7,37.8,80.5,40.9,2.6,Comercial
339.95,110.53,0.69,181.9,16.61,15.4,35.5,5.26,Industrial
211.28,92.2,0.88,38.9,26.19,83.3,9.1,0.58,Industrial
412.86,59.32,0.38,38.3,23.72,47.1,20.0,0.67,Industrial
238.38,96.65,0.84,136.2,17.47,58.7,66.5,5.97,Comercial
775.8,96.98,0.37,26.8,16.67,50.5,18.9,3.69,Industrial
424.36,140.55,0.92,119.5,23.28,75.1,55.2,1.01,Residencial
597.98,102.17,0.21,151.3,10.34,84.4,35.7,4.75,Comercial
216.51,82.78,0.8,123.0,19.94,60.5,68.9,5.62,Industrial
295.72,72.15,0.33,85.3,34.54,82.5,33.0,3.43,Comercial
404.29,84.98,0.45,60.2,17.64,67.1,67.1,4.47,Industrial
253.84,75.11,0.55,186.3,17.12,23.6,46.0,6.81,Comercial
451.61,115.21,0.37,177.3,16.89,12.0,35.0,2.44,Comercial
208.56,105.3,0.61,98.1,16.51,57.0,51.3,0.3,Comercial
697.54,67.15,0.27,186.7,17.49,78.2,6.5,2.26,Industrial
399.17,70.35,0.34,192.2,28.73,78.9,38.4,4.36,Residencial
200.0,92.39,0.23,191.5,23.73,45.1,61.9,2.63,Residencial
633.57,119.29,0.35,116.5,34.34,80.6,61.3,5.66,Comercial
220.48,83.34,0.72,107.6,33.17,74.2,14.1,1.64,Industrial
331.97,86.96,0.81,90.3,19.79,57.9,76.4,4.44,Comercial
499.56,47.01,0.7,108.8,13.15,80.1,57.5,0.46,Industrial
337.83,79.15,0.58,55.7,39.36,53.7,49.7,3.95,Comercial
335.17,66.69,0.92,142.3,28.96,27.0,45.6,4.07,Residencial
190.01,33.2,0.57,95.0,13.91,14.7,23.0,2.61,Residencial
499.88,73.76,0.4,46.4,25.94,53.4,56.4,3.73,Industrial
777.35,46.93,0.4,167.0,37.69,59.1,42.0,4.27,Industrial
530.49,72.64,0.51,126.7,37.58,53.6,71.8,6.9,Comercial
321.36,79.56,0.76,190.8,28.49,30.0,38.6,4.1,Comercial
233.7,85.89,0.77,107.1,16.42,44.4,74.5,2.95,Industrial
267.08,38.64,0.92,167.9,14.82,48.2,50.0,2.72,Comercial
448.07,98.53,0.54,165.1,30.63,73.2,49.6,1.84,Industrial
289.64,101.54,0.83,97.1,21.95,20.6,25.8,3.87,Residencial
427.64,58.59,0.68,140.3,26.58,46.0,29.2,0.29,Comercial
243.27,72.28,0.61,135.3,31.2,66.8,52.9,6.38,Comercial
464.26,91.94,0.63,81.1,25.65,70.5,27.1,4.01,Industrial
485.26,93.94,0.49,180.2,30.89,55.2,72.0,6.24,Industrial
215.05,56.45,0.64,192.0,29.03,23.4,60.2,3.51,Residencial
427.98,102.27,0.65,47.8,32.21,27.1,71.3,6.34,Comercial
436.47,76.37,0.68,30.8,32.8,14.8,58.6,3.57,Residencial
500.04,90.17,0.72,115.9,15.25,47.7,23.2,0.49,Residencial
385.71,44.37,0.66,22.0,12.2,55.8,11.7,4.76,Comercial
612.9,109.11,0.23,106.5,35.6,39.7,75.4,0.56,Residencial
238.94,57.32,0.94,57.6,11.17,84.9,21.5,1.3,Residencial
568.82,79.7,0.51,143.2,18.49,80.2,64.2,4.21,Comercial
532.57,118.73,0.52,159.8,11.28,49.8,54.4,4.45,Industrial
753.08,82.43,0.84,167.6,13.27,64.1,61.4,2.25,Industrial
483.26,78.77,0.6,25.7,14.99,81.8,46.1,6.17,Residencial
550.77,87.77,0.47,171.8,10.33,84.7,48.3,1.61,Comercial
327.67,88.7,0.84,156.6,37.17,15.1,32.0,6.02,Comercial
213.75,101.77,0.47,35.4,37.97,82.9,12.4,5.23,Industrial
553.31,45.97,0.29,146.6,17.21,32.9,10.4,1.0,Industrial
451.86,53.6,0.63,21.9,20.51,58.1,40.6,5.59,Industrial
441.22,104.73,0.62,148.2,16.94,56.1,48.7,0.32,Residencial
159.28,89.88,0.22,67.2,28.9,64.6,57.9,2.68,Industrial
497.2,78.34,0.62,183.4,35.75,32.7,60.7,5.36,Comercial
471.93,66.51,0.29,134.4,28.93,31.4,46.7,0.35,Industrial
634.55,112.7,0.5,130.7,18.6,22.0,53.4,5.88,Residencial
359.65,83.17,0.3,45.4,19.25,20.4,72.2,4.99,Industrial
304.41,125.77,0.43,52.2,20.85,83.1,55.1,0.52,Industrial
305.46,83.81,0.34,142.4,27.79,66.8,76.7,2.79,Industrial
369.31,71.52,0.62,50.5,17.44,65.6,27.2,4.88,Industrial
621.49,66.68,0.31,93.3,31.21,46.5,46.0,2.14,Residencial
