solar_irradiance_wm2,wind_speed_ms,ambient_temp_c,humidity_pct,panel_temp_c,inverter_efficiency,load_demand_kw,grid_voltage_kv,battery_soc_pct,tariff_rate_usd_kwh,grid_stress_event
597.95,10.05,20.34,34.6,37.49,0.98,542.54,14.1,54.71,0.11,0
415.12,6.49,25.32,57.78,35.23,0.99,502.67,13.31,27.83,0.14,1
848.95,5.36,21.48,73.06,42.64,0.98,542.06,12.39,95.59,0.09,1
673.62,10.99,13.07,25.94,30.42,0.98,546.43,14.82,76.1,0.12,0
640.82,8.09,27.0,35.73,43.98,0.98,324.3,13.98,68.05,0.15,0
964.27,6.34,23.39,74.81,46.62,0.97,530.81,12.29,73.12,0.12,1
385.43,3.51,27.72,69.71,39.59,0.98,391.06,13.47,48.77,0.16,0
931.71,5.89,27.97,68.58,51.69,0.98,488.29,13.49,75.27,0.17,0
782.55,4.65,12.19,62.6,29.92,0.96,674.13,13.49,35.95,0.17,1
725.38,3.83,29.3,72.15,46.72,0.98,333.87,12.84,59.18,0.11,0
193.21,9.21,18.33,64.24,25.18,0.99,452.92,13.31,27.61,0.15,1
744.52,3.72,24.54,53.26,40.96,0.99,380.18,12.67,40.45,0.12,1
592.72,3.23,27.81,74.21,42.84,0.96,644.84,12.84,83.75,0.11,1
944.66,9.4,29.54,51.99,53.56,0.98,456.16,12.92,46.29,0.17,1
639.05,6.36,28.04,86.07,43.31,0.98,349.84,12.39,35.38,0.17,1
392.26,1.52,24.96,70.22,35.33,0.99,440.74,13.1,96.64,0.15,0
551.26,7.62,26.2,68.79,38.24,0.98,386.83,11.95,38.33,0.09,1
568.41,4.1,33.42,86.01,50.05,0.98,473.49,12.49,43.5,0.2,1
717.25,6.27,27.37,71.24,47.19,0.98,286.15,13.98,64.84,0.14,0
595.57,7.74,18.79,64.45,34.49,0.99,387.37,13.72,24.94,0.14,0
854.11,11.18,19.02,70.48,40.49,0.98,466.94,12.81,47.6,0.1,1
787.74,8.11,30.15,62.05,48.86,0.98,460.67,13.59,61.19,0.12,0
548.29,3.58,22.48,61.73,35.62,0.99,230.57,13.35,79.36,0.15,0
997.51,9.82,30.99,58.26,55.22,0.97,247.36,12.78,51.22,0.14,0
700.8,5.0,26.83,59.5,44.18,0.98,345.5,14.1,43.67,0.17,0
470.29,3.87,20.95,75.39,33.59,0.98,567.66,13.02,80.28,0.14,1
545.61,7.91,16.63,37.0,29.07,0.97,554.82,13.02,62.17,0.13,1
902.84,7.5,23.57,40.86,47.52,0.96,598.66,13.21,75.9,0.16,1
887.76,3.0,24.07,29.84,44.41,0.98,380.84,14.0,50.8,0.16,0
813.8,8.5,24.56,72.41,45.15,0.98,246.88,13.37,64.38,0.16,0
479.35,6.14,17.11,64.7,29.54,0.98,532.79,13.82,67.0,0.06,0
517.06,11.16,22.17,86.81,35.98,0.98,458.4,12.74,44.95,0.15,1
565.7,2.9,25.83,81.88,40.59,0.98,173.46,12.73,34.72,0.16,0
935.07,5.0,18.63,67.39,41.78,0.98,275.01,13.23,31.66,0.1,0
649.9,9.41,21.75,80.38,37.09,0.98,305.71,12.84,46.94,0.13,0
773.87,6.91,29.21,57.97,49.52,0.98,437.6,14.39,17.5,0.14,0
373.25,5.78,21.51,52.37,32.16,0.99,384.14,13.1,48.44,0.17,0
229.69,7.66,29.97,62.75,36.11,0.99,426.6,14.01,47.94,0.18,0
637.29,0.0,23.16,52.95,38.41,0.99,459.85,13.4,57.97,0.06,0
745.2,7.15,26.04,60.96,44.41,0.98,362.94,13.28,43.76,0.12,0
679.39,5.37,32.72,60.99,50.74,0.96,574.46,13.58,52.53,0.1,1
721.42,2.08,29.97,39.92,46.35,0.98,390.9,13.08,53.4,0.15,1
616.65,7.98,32.1,90.47,46.24,0.98,541.01,12.47,66.03,0.14,1
689.21,5.56,18.59,55.69,34.28,0.99,477.09,14.06,32.66,0.18,0
730.23,9.59,25.29,27.96,43.63,0.98,177.04,13.07,79.51,0.13,0
586.62,7.74,28.76,60.92,42.81,0.98,398.42,13.06,83.86,0.12,0
419.49,6.64,28.27,63.02,38.22,0.98,415.84,12.56,77.7,0.18,1
596.98,6.59,24.48,54.31,40.18,0.98,461.5,13.91,61.14,0.15,0
881.71,9.11,31.98,80.93,54.32,0.97,408.73,12.59,39.36,0.15,1
224.98,2.19,23.89,47.7,29.54,0.98,435.79,13.41,70.06,0.18,0
534.36,10.33,26.24,77.12,39.15,0.98,414.91,12.67,26.59,0.14,1
649.53,8.21,26.57,55.25,40.93,0.98,428.52,12.95,46.98,0.13,1
390.83,10.78,24.31,69.78,33.97,0.99,422.68,12.66,29.01,0.14,1
936.63,5.65,24.07,63.1,48.09,0.98,340.91,13.19,43.45,0.19,0
616.58,5.53,32.04,72.14,49.57,0.98,388.04,12.5,50.79,0.12,1
707.12,4.12,29.24,53.93,45.61,0.98,240.98,12.81,38.78,0.17,0
508.01,8.53,35.67,69.66,47.96,0.98,491.65,12.75,79.71,0.18,1
540.07,4.55,24.27,78.1,37.71,0.98,339.25,12.81,70.43,0.17,0
628.83,8.35,19.46,52.98,35.25,0.97,628.07,12.74,20.06,0.17,1
564.08,7.37,21.81,42.27,36.57,0.99,493.25,13.77,49.59,0.11,0
550.32,5.79,20.84,53.7,35.18,0.99,269.82,13.29,19.29,0.08,0
483.8,6.35,29.64,75.0,43.61,0.98,339.08,12.01,70.56,0.18,1
756.93,8.61,18.09,61.46,37.3,0.99,411.01,12.75,64.9,0.17,1
382.63,6.1,18.21,17.54,29.71,0.97,597.62,13.68,90.15,0.14,0
859.94,8.08,23.24,64.62,44.45,0.98,519.76,13.78,63.64,0.11,0
716.53,1.23,8.67,86.02,25.51,0.99,292.2,13.86,81.15,0.16,0
607.34,3.86,22.22,48.62,37.48,0.99,252.66,12.69,64.8,0.18,0
756.62,5.07,22.78,74.9,39.6,0.98,298.0,13.39,32.16,0.12,0
410.33,9.01,8.62,34.33,18.73,0.99,151.21,12.95,40.23,0.1,0
617.49,5.1,32.92,90.15,47.49,0.98,447.98,14.03,51.49,0.1,0
450.5,8.01,19.66,47.89,29.92,0.99,375.56,13.11,72.59,0.12,0
636.5,5.18,28.64,26.99,43.25,0.98,432.84,13.08,30.81,0.2,1
533.03,3.86,37.96,59.76,50.95,0.98,452.54,12.05,42.82,0.15,1
439.39,5.8,23.18,65.14,35.12,0.99,408.73,12.9,51.38,0.08,1
459.23,5.91,17.83,58.2,27.78,0.99,257.51,13.0,86.18,0.1,0
701.06,8.24,28.15,52.11,46.05,0.98,339.6,13.78,9.99,0.16,0
509.94,8.48,25.08,47.64,37.77,0.99,405.35,13.67,64.93,0.12,0
424.81,8.78,25.88,59.33,36.6,0.99,318.13,13.1,84.64,0.09,0
666.01,10.01,21.19,60.04,39.07,0.98,455.83,12.22,85.34,0.17,1
715.09,6.85,17.62,53.78,35.62,0.99,416.92,13.87,36.25,0.11,0
620.74,3.01,26.41,65.9,42.6,0.98,525.45,13.01,52.42,0.11,1
409.91,3.68,21.49,66.07,31.22,0.99,509.63,12.15,55.64,0.16,1
849.94,5.73,26.68,97.56,46.67,0.98,264.7,12.63,52.31,0.12,0
635.33,9.66,20.87,45.89,35.83,0.99,391.75,12.17,63.97,0.18,1
900.63,4.15,14.76,72.88,36.2,0.99,435.61,12.35,75.46,0.19,1
625.56,3.66,16.9,79.5,31.45,0.96,643.54,12.99,31.14,0.1,1
812.8,7.51,27.45,67.1,48.06,0.98,283.31,12.99,38.0,0.15,0
346.29,5.13,29.33,77.3,40.72,0.99,458.86,13.08,34.96,0.13,1
579.35,9.13,23.52,84.5,38.98,0.99,480.01,12.32,49.24,0.12,1
563.71,5.34,20.37,55.79,33.3,0.99,431.3,13.76,42.61,0.07,0
962.37,6.02,23.81,65.3,48.65,0.98,461.2,14.78,46.19,0.18,0
542.34,6.35,17.83,77.63,31.33,0.99,481.44,12.96,60.75,0.15,1
422.29,6.07,19.1,55.71,29.11,0.99,487.29,13.19,96.66,0.12,0
548.45,4.7,24.15,77.68,36.67,0.99,390.95,13.89,27.02,0.15,0
509.47,4.11,30.29,55.33,43.99,0.98,445.68,13.17,61.68,0.16,1
639.66,7.81,25.44,56.28,40.05,0.98,341.55,12.77,50.28,0.17,1
465.72,5.78,28.59,47.02,41.6,0.98,454.62,13.48,48.97,0.13,0
473.04,6.28,22.91,86.13,34.16,0.98,548.06,14.17,74.26,0.12,0
779.54,3.04,28.28,64.37,44.49,0.97,615.04,12.54,72.07,0.12,1
238.22,6.38,21.87,61.67,27.51,0.98,543.19,13.19,55.31,0.14,1
773.74,7.55,34.03,59.14,51.33,0.97,456.57,13.45,43.13,0.12,1
818.44,8.19,25.99,44.18,46.43,0.98,497.33,14.14,53.63,0.13,0
817.65,11.25,24.45,68.11,43.67,0.98,374.37,13.36,39.83,0.12,0
346.82,5.49,41.08,58.27,50.56,0.98,250.53,13.55,49.65,0.08,0
378.76,6.39,37.63,68.07,47.62,0.96,608.44,13.42,78.06,0.23,1
621.32,3.67,17.89,59.32,31.96,0.99,384.27,12.89,47.0,0.16,1
654.87,2.67,30.58,60.34,47.55,0.98,282.69,13.65,57.34,0.13,0
362.59,8.75,36.98,47.39,45.21,0.98,477.51,12.83,67.83,0.16,1
844.18,3.04,26.36,82.6,46.26,0.98,307.84,12.56,48.59,0.14,1
948.9,7.13,15.95,45.0,40.01,0.99,316.34,14.35,69.54,0.14,0
531.58,8.45,21.05,66.72,34.33,0.99,457.17,13.43,86.73,0.12,0
582.54,10.92,17.58,78.61,30.56,0.99,203.43,14.23,79.39,0.17,0
969.02,8.7,28.53,54.09,53.55,0.98,447.26,13.24,73.99,0.08,0
704.39,9.2,28.92,100.0,45.46,0.98,388.91,13.81,46.03,0.17,0
701.77,8.35,18.24,73.86,37.51,0.98,304.94,12.19,37.22,0.17,1
679.69,9.31,28.48,49.25,46.64,0.98,235.76,13.4,82.75,0.11,1
284.56,4.86,18.27,30.9,25.83,0.99,190.44,12.84,49.85,0.1,0
462.38,12.08,26.5,63.55,37.89,0.99,456.97,13.86,34.85,0.1,0
883.71,5.12,20.59,60.66,42.82,0.98,353.92,13.39,87.4,0.16,0
439.08,5.0,30.81,65.42,40.13,0.98,425.09,14.08,28.2,0.17,0
843.67,9.97,23.51,60.85,46.24,0.98,470.18,12.47,66.07,0.15,1
760.72,12.47,28.85,56.42,47.69,0.98,445.79,13.32,37.43,0.15,1
487.14,8.78,16.0,75.99,27.3,0.99,398.5,13.0,9.45,0.09,1
784.91,8.74,30.78,50.24,49.05,0.94,754.64,13.25,44.94,0.14,1
741.99,5.08,17.44,71.86,34.97,0.99,396.12,13.56,56.8,0.16,0
992.14,5.87,26.06,81.93,48.93,0.98,375.24,12.56,79.07,0.16,1
677.49,4.07,32.13,49.52,47.47,0.94,707.81,13.09,33.22,0.12,0
676.82,4.64,23.01,51.95,39.39,0.99,341.57,14.13,38.41,0.18,0
448.13,10.97,31.32,41.97,41.51,0.97,553.66,13.65,32.43,0.15,1
996.61,3.11,24.79,68.14,49.33,0.96,599.1,12.65,77.19,0.2,1
251.55,8.82,30.61,49.36,36.46,0.99,356.49,13.08,51.62,0.14,0
671.64,9.55,33.31,62.48,51.37,0.98,344.88,13.41,68.25,0.12,0
715.72,6.12,27.9,43.92,47.58,0.97,539.94,14.26,40.84,0.15,0
727.29,7.1,31.19,54.99,48.58,0.98,416.67,13.41,63.93,0.12,0
730.38,0.0,37.58,21.59,53.38,0.98,312.27,12.99,67.67,0.17,0
635.74,7.05,32.26,52.58,49.61,0.96,604.54,12.81,68.06,0.18,1
942.36,4.27,18.21,62.66,41.82,0.98,228.45,13.67,37.99,0.13,0
856.81,0.9,26.64,57.13,46.03,0.98,351.17,13.21,41.9,0.16,0
828.03,7.67,25.95,70.08,46.68,0.98,443.36,13.64,57.61,0.1,0
1089.71,4.31,19.01,62.68,44.88,0.98,441.13,12.85,82.71,0.14,1
524.81,6.16,22.3,52.29,37.15,0.99,367.61,13.98,65.71,0.14,0
611.72,6.35,11.9,36.85,26.68,0.99,408.02,12.71,48.55,0.14,1
683.12,8.18,13.95,56.7,32.05,0.98,529.49,12.89,60.08,0.1,1
405.93,5.93,28.1,69.26,37.07,0.98,422.7,13.61,39.52,0.16,0
867.42,5.67,22.47,50.49,43.28,0.98,367.56,13.83,72.08,0.17,0
573.95,5.33,22.77,86.04,36.69,0.99,337.73,13.5,29.16,0.14,1
668.81,5.96,22.67,56.75,39.51,0.99,393.98,13.11,79.36,0.18,0
722.02,8.81,21.13,54.58,38.86,0.95,679.7,13.43,91.77,0.17,1
646.98,8.66,19.37,33.29,33.97,0.98,517.86,13.97,61.42,0.15,0
472.88,5.3,27.97,54.87,39.53,0.98,408.9,12.93,67.25,0.11,1
707.28,6.39,22.97,58.49,39.68,0.98,452.08,11.81,51.85,0.12,1
445.4,5.9,31.87,65.18,42.87,0.98,459.4,12.57,43.69,0.21,1
654.97,3.61,17.55,76.11,34.63,0.99,417.68,12.59,57.74,0.14,1
574.63,11.85,27.63,53.46,44.15,0.98,486.86,13.35,37.66,0.15,1
755.02,4.62,28.8,50.93,48.7,0.98,426.97,12.99,49.0,0.14,1
745.53,8.04,22.36,77.47,40.43,0.98,350.37,12.88,55.08,0.12,0
597.02,6.71,19.12,56.37,32.86,0.99,465.17,12.39,60.52,0.16,1
762.29,9.04,30.74,63.82,51.24,0.97,483.82,13.15,69.47,0.11,1
774.22,0.58,29.66,58.71,49.17,0.98,494.17,12.6,37.16,0.16,1
767.14,8.34,29.71,58.08,47.77,0.96,619.85,12.49,72.17,0.14,1
389.07,7.91,28.9,61.14,41.36,0.98,398.08,12.07,60.83,0.13,1
187.46,0.0,26.54,80.31,31.56,0.99,314.17,13.29,66.67,0.12,0
636.38,7.2,22.79,58.26,38.44,0.99,427.59,13.03,78.77,0.14,0
242.65,8.11,32.64,67.65,38.22,0.98,523.06,13.13,78.86,0.12,1
704.52,3.51,35.76,62.02,54.79,0.97,509.88,12.4,74.46,0.14,1
375.29,5.21,30.75,38.73,39.51,0.98,362.66,13.23,56.8,0.13,0
725.29,5.93,34.65,55.94,52.59,0.96,612.82,12.64,86.34,0.13,1
436.61,4.47,14.19,74.31,27.05,0.99,418.05,13.32,60.43,0.1,0
280.65,5.62,24.24,61.46,32.35,0.99,490.37,13.35,89.96,0.09,0
286.14,11.03,21.57,35.51,28.14,0.99,379.48,12.73,66.79,0.15,1
683.13,8.02,17.6,45.03,34.56,0.99,360.83,12.61,63.89,0.16,1
276.58,7.15,11.67,69.29,18.79,0.99,350.08,13.73,64.43,0.13,0
755.76,8.7,29.04,62.0,45.25,0.98,471.26,14.27,66.35,0.13,0
686.01,4.48,29.74,68.06,48.36,0.98,445.6,12.22,61.05,0.14,1
905.28,2.87,19.35,34.97,39.72,0.98,233.35,13.57,44.02,0.13,0
893.35,5.59,21.35,35.44,45.78,0.98,407.32,12.97,19.88,0.14,1
913.61,6.98,19.44,38.57,40.67,0.99,371.17,13.17,22.87,0.16,1
435.15,7.16,18.3,78.89,31.62,0.99,388.59,13.92,40.37,0.15,1
566.16,5.35,22.98,68.86,36.71,0.99,441.49,14.93,56.84,0.15,0
790.48,1.98,36.56,43.95,57.61,0.97,473.22,13.66,57.96,0.14,0
556.68,7.51,22.37,46.81,36.79,0.99,374.03,14.39,29.2,0.1,0
672.08,4.26,25.33,61.23,41.59,0.97,550.15,12.26,56.86,0.13,1
405.2,4.63,25.91,58.74,35.58,0.98,368.92,12.92,23.54,0.15,1
739.4,8.52,22.41,39.04,39.54,0.98,430.51,13.37,59.09,0.11,0
653.71,6.45,27.53,48.77,41.7,0.98,422.88,12.9,48.09,0.11,1
450.87,10.54,24.13,54.29,34.91,0.99,299.28,12.75,45.42,0.19,1
883.99,6.15,27.42,49.68,49.01,0.98,486.12,12.94,40.09,0.12,1
438.64,6.27,22.65,48.7,34.89,0.98,570.26,13.89,44.26,0.11,1
753.01,5.83,17.42,51.14,34.67,0.99,389.48,12.86,81.59,0.12,0
854.67,6.57,24.41,73.49,44.87,0.97,572.63,12.33,32.74,0.13,1
642.58,5.65,27.32,61.64,43.86,0.98,492.31,12.74,23.83,0.15,1
634.49,6.29,17.67,72.24,34.26,0.99,286.46,12.56,55.02,0.17,0
838.46,5.54,15.13,86.13,37.07,0.98,553.6,12.41,81.04,0.15,1
897.04,7.64,25.44,56.42,48.48,0.98,486.49,13.53,50.37,0.13,1
634.43,8.45,22.87,37.15,38.58,0.99,500.35,12.4,47.51,0.2,1
531.22,5.41,22.69,43.75,36.08,0.99,423.1,12.85,50.68,0.1,1
439.72,5.54,22.14,48.95,34.07,0.99,331.55,13.16,74.82,0.12,0
523.19,7.86,18.72,64.57,33.35,0.99,357.45,13.08,92.64,0.14,0
931.63,10.68,33.7,78.39,56.86,0.97,285.49,12.89,40.32,0.16,0
320.18,4.71,10.21,46.79,18.05,0.99,286.16,12.83,37.11,0.15,0
519.91,6.12,23.76,74.31,37.82,0.99,191.8,12.33,58.16,0.2,0
390.73,7.35,22.87,34.93,31.72,0.98,515.62,14.15,76.09,0.09,0
470.1,12.82,27.54,81.66,39.04,0.97,577.45,12.81,49.67,0.08,1
662.8,4.18,26.2,86.2,43.9,0.98,353.9,13.59,34.93,0.16,0
629.71,11.69,25.76,40.13,40.69,0.98,388.12,11.92,47.31,0.1,1
567.93,9.07,17.31,71.69,31.76,0.99,462.27,12.78,63.9,0.11,1
657.7,7.3,16.92,62.79,32.99,0.98,534.04,13.55,73.43,0.14,0
682.01,2.05,26.96,54.7,43.89,0.98,403.16,12.47,24.42,0.18,1
358.28,4.62,21.77,46.07,31.51,0.99,472.38,14.26,42.61,0.09,0
668.31,5.97,22.87,30.13,39.26,0.98,533.34,13.36,40.42,0.18,1
501.86,8.99,30.15,42.83,41.22,0.98,355.63,14.09,50.24,0.13,0
524.84,5.78,26.8,28.3,40.44,0.98,420.27,13.13,49.1,0.15,1
537.44,8.08,14.0,66.92,27.8,0.99,314.3,12.62,68.99,0.13,0
412.0,7.06,30.53,57.59,39.96,0.98,450.92,14.23,22.7,0.13,0
309.04,5.31,20.82,86.44,29.52,0.98,157.8,12.36,43.04,0.09,0
619.29,7.56,21.91,44.82,36.78,0.99,358.44,13.56,59.59,0.14,0
725.66,7.9,22.68,79.26,41.66,0.98,378.35,13.56,68.95,0.09,0
552.67,4.44,37.01,57.48,52.11,0.97,283.73,13.53,99.86,0.16,0
394.45,6.82,29.36,74.29,38.69,0.98,443.63,13.22,80.19,0.16,0
706.64,11.42,35.3,51.02,53.5,0.98,307.07,13.16,41.05,0.13,0
866.69,9.08,26.16,36.56,49.26,0.98,328.74,13.16,39.47,0.11,0
624.93,11.33,24.0,32.59,39.07,0.98,408.66,12.55,55.97,0.14,1
958.45,6.77,30.39,68.46,54.16,0.97,388.36,13.22,75.36,0.12,0
586.85,5.26,25.63,56.68,39.26,0.97,547.21,13.11,47.2,0.14,0
692.65,4.43,23.14,61.03,41.11,0.98,509.95,12.46,37.89,0.16,1
621.96,5.12,19.03,53.88,36.9,0.99,315.69,13.13,50.97,0.11,0
787.73,13.03,29.77,46.4,49.33,0.98,380.15,13.47,57.59,0.17,0
729.68,3.3,31.39,33.96,49.8,0.98,372.78,13.29,77.44,0.19,0
812.89,3.27,22.8,76.17,42.15,0.98,358.31,14.12,66.09,0.15,0
675.92,2.11,0.47,87.55,15.61,0.99,504.31,12.89,58.47,0.14,1
812.92,6.49,27.32,38.69,48.19,0.98,207.84,12.56,74.34,0.16,0
814.72,6.46,17.55,49.59,40.69,0.98,475.53,12.58,90.94,0.17,1
612.33,6.0,19.21,69.5,33.84,0.99,354.74,12.78,43.9,0.09,1
570.18,7.38,20.26,42.54,38.24,0.99,282.8,13.39,46.2,0.1,0
303.22,6.6,26.09,67.85,32.95,0.99,358.69,13.06,28.39,0.14,1
852.81,3.49,31.16,84.67,52.53,0.98,492.09,12.69,43.43,0.12,1
699.03,5.93,17.7,57.71,37.79,0.99,425.97,13.28,56.11,0.15,0
485.97,9.88,37.81,59.19,51.59,0.97,306.21,12.21,40.66,0.13,1
749.3,4.64,29.56,54.09,50.83,0.98,318.23,14.22,45.18,0.15,0
962.0,8.47,27.86,64.49,54.97,0.97,522.46,12.95,53.13,0.13,1
755.94,5.74,19.4,54.79,37.42,0.99,484.13,13.85,24.57,0.11,0
779.42,8.34,28.46,63.16,47.75,0.98,338.17,13.39,55.96,0.1,0
847.23,6.88,23.97,63.17,46.64,0.98,385.84,12.61,30.9,0.13,1
730.69,5.53,38.01,42.74,55.06,0.97,295.87,13.42,79.76,0.08,0
851.02,5.7,34.55,53.56,55.47,0.97,535.9,13.09,58.64,0.16,1
547.15,7.1,25.74,83.41,37.92,0.99,334.15,12.24,52.68,0.14,1
617.61,7.34,28.47,51.37,42.55,0.98,447.92,12.49,65.64,0.13,1
376.05,9.22,14.98,61.54,24.3,0.98,266.93,13.18,86.48,0.07,0
592.46,2.31,30.42,55.74,45.05,0.98,449.32,13.37,57.97,0.16,0
616.48,6.47,23.89,78.83,39.51,0.98,406.63,12.89,74.87,0.21,0
570.63,6.4,21.55,54.74,37.63,0.99,417.67,12.7,45.22,0.17,1
598.87,6.67,25.58,40.62,39.6,0.97,554.65,14.16,44.75,0.15,0
342.66,3.95,28.55,60.68,34.93,0.97,589.89,13.41,58.78,0.15,1
638.9,4.0,29.36,69.31,45.76,0.96,607.62,13.49,49.08,0.12,1
832.27,7.68,16.85,56.24,37.7,0.98,516.61,13.2,61.14,0.21,1
811.42,7.04,15.31,61.85,35.0,0.99,333.82,13.56,53.62,0.12,0
633.7,9.0,22.33,74.86,36.98,0.99,470.08,13.96,54.87,0.15,0
782.53,0.33,25.2,71.35,44.31,0.98,247.71,12.96,26.16,0.2,0
610.81,9.61,14.35,70.32,28.87,0.98,557.24,12.93,67.32,0.19,1
760.39,6.84,26.63,91.2,45.63,0.98,473.24,13.41,29.78,0.16,1
727.55,8.12,26.22,81.12,44.63,0.98,441.38,13.45,69.07,0.11,0
632.75,9.58,15.44,52.08,31.21,0.97,596.29,12.21,44.88,0.09,1
323.48,8.87,29.65,41.6,36.9,0.96,616.15,12.86,56.5,0.09,1
261.58,5.85,17.3,88.84,24.43,0.99,423.18,13.27,49.41,0.16,0
749.99,5.73,11.41,73.33,29.58,0.98,480.61,14.08,45.3,0.13,0
472.21,7.53,15.51,68.9,26.54,0.99,454.89,13.54,45.31,0.09,0
780.03,7.08,15.86,62.86,34.39,0.99,312.73,14.21,47.07,0.13,0
1009.1,9.31,24.62,47.43,49.98,0.98,335.75,11.95,60.23,0.07,1
789.68,0.26,33.1,56.24,51.43,0.97,186.18,12.4,52.68,0.1,0
610.15,7.04,28.38,37.68,43.63,0.98,256.69,12.69,69.34,0.16,0
825.96,10.63,31.59,59.94,52.82,0.97,477.13,13.32,90.97,0.18,0
934.71,8.5,28.66,42.54,51.41,0.98,420.09,14.17,33.66,0.13,0
643.94,7.13,16.94,64.14,32.82,0.99,442.39,13.02,36.65,0.16,1
869.02,9.15,19.41,56.4,38.58,0.99,329.8,12.74,76.98,0.11,0
696.87,3.67,23.91,46.12,42.83,0.99,406.82,12.44,54.62,0.13,1
736.45,6.65,25.58,42.78,46.8,0.98,460.82,13.94,42.85,0.13,0
458.67,8.03,19.86,20.99,31.55,0.99,353.87,14.41,68.43,0.12,1
606.22,9.73,17.31,58.05,33.74,0.99,500.01,12.85,32.85,0.18,1
508.41,6.08,13.13,42.66,27.9,0.99,449.12,12.72,71.3,0.12,1
596.89,5.68,25.1,72.85,40.17,0.97,564.62,13.29,55.66,0.12,1
526.89,5.6,26.72,51.01,41.82,0.98,374.19,13.76,71.51,0.17,0
784.88,6.7,33.93,72.83,54.88,0.96,556.93,13.39,63.33,0.18,1
457.94,4.06,19.09,76.64,29.33,0.99,463.29,12.89,58.43,0.12,1
520.9,7.67,22.31,64.41,35.82,0.98,401.49,13.19,44.82,0.19,1
700.81,8.38,17.6,61.38,33.45,0.99,450.06,12.3,76.15,0.12,1
586.53,9.68,21.8,53.45,38.07,0.99,362.73,13.71,31.21,0.18,0
538.2,10.44,28.31,49.26,40.07,0.98,305.06,13.68,57.8,0.17,0
866.52,3.42,25.12,67.54,46.65,0.98,456.04,12.52,77.43,0.11,1
596.13,8.65,26.14,70.41,37.96,0.99,357.26,13.1,70.88,0.18,0
904.24,4.17,23.98,89.54,44.88,0.98,454.98,12.47,43.58,0.17,1
463.54,4.48,20.49,71.83,30.4,0.97,584.45,13.3,81.61,0.19,1
129.54,8.15,28.12,67.75,31.26,0.99,370.04,12.33,59.58,0.11,1
660.81,6.08,18.01,40.12,34.22,0.99,304.62,13.07,91.97,0.14,0
671.29,10.19,28.08,61.83,44.96,0.97,545.72,14.06,95.77,0.13,0
922.19,5.73,20.79,66.78,44.57,0.98,461.41,14.37,69.06,0.16,0
472.2,9.06,24.37,61.0,37.75,0.99,389.9,12.53,82.14,0.12,1
681.13,7.84,17.34,56.03,33.09,0.99,421.8,13.64,39.79,0.08,0
455.53,10.13,13.8,47.7,24.03,0.99,460.48,12.83,75.3,0.14,1
718.81,7.12,27.53,39.27,45.19,0.95,647.83,13.54,51.77,0.15,1
825.6,6.98,35.17,59.52,57.11,0.97,361.91,13.63,59.73,0.13,0
692.03,4.18,36.53,44.31,52.28,0.95,612.05,13.39,53.46,0.09,1
510.18,5.37,38.12,62.75,53.12,0.97,413.38,12.7,41.34,0.13,1
704.22,5.87,26.57,62.56,42.36,0.98,304.59,13.19,78.47,0.09,1
911.77,2.42,26.78,64.91,47.51,0.98,411.56,12.94,33.72,0.12,1
808.66,5.69,17.61,63.91,39.41,0.98,535.55,11.92,60.22,0.17,1
545.13,4.44,26.61,71.94,40.27,0.99,413.51,12.87,62.12,0.11,1
417.29,6.4,26.21,57.17,37.34,0.98,360.73,13.1,25.59,0.19,1
655.81,5.81,19.74,71.45,36.84,0.95,722.97,13.2,41.0,0.17,1
800.41,11.82,34.71,63.03,53.09,0.97,236.65,13.28,70.92,0.12,0
696.1,3.79,25.88,60.84,44.82,0.98,327.94,13.85,87.55,0.13,0
508.61,3.09,21.39,50.29,34.9,0.98,538.88,12.73,62.92,0.21,1
495.25,2.61,13.97,72.45,26.79,0.99,426.58,13.07,73.11,0.13,0
773.63,6.02,39.08,53.27,58.79,0.97,326.62,12.06,58.47,0.19,1
631.82,8.27,27.65,74.82,43.86,0.98,262.79,13.28,59.87,0.16,0
430.26,7.51,26.63,60.28,36.2,0.98,533.56,13.34,40.98,0.18,1
508.95,7.43,20.15,70.66,32.49,0.99,278.97,13.86,40.12,0.07,0
743.83,12.74,25.66,73.31,44.8,0.98,438.97,12.78,56.44,0.13,1
722.98,10.44,24.86,81.9,42.53,0.98,535.14,13.6,37.9,0.18,1
562.97,10.69,24.91,52.49,39.06,0.99,247.92,14.18,73.7,0.18,0
738.19,7.13,15.56,44.39,33.97,0.98,546.93,12.97,62.96,0.12,1
591.2,7.5,22.37,68.39,37.51,0.98,360.16,13.36,35.2,0.16,0
434.47,10.45,25.19,52.3,36.69,0.98,324.33,13.3,22.9,0.18,0
812.11,5.36,23.5,26.25,43.87,0.98,406.21,12.91,71.45,0.11,0
598.79,7.67,18.79,63.28,34.53,0.99,276.8,13.09,38.22,0.15,0
568.8,1.61,14.65,42.61,28.28,0.99,466.3,12.57,27.63,0.15,1
985.01,2.56,30.93,63.95,56.08,0.97,450.82,13.72,26.42,0.1,1
868.95,5.7,31.92,78.21,54.89,0.97,481.28,13.46,54.82,0.15,1
708.92,8.92,26.98,56.73,44.41,0.97,530.34,14.24,69.61,0.12,0
400.31,3.32,23.56,84.33,35.58,0.99,407.1,13.19,56.38,0.14,0
799.78,8.28,21.15,25.62,39.96,0.98,401.66,12.8,58.11,0.11,1
